block_bbox,block_content,block_embedding,block_id,block_summary,block_type,document_title,image_caption,image_footer,image_path,num_blocks,num_pages,page_height,page_number,page_width,pdf_path,section_title
"[108, 679, 251, 691]",3.4 Simplified training objective,"[ 0.0282135   0.03149414  0.00081825 ...  0.02481079  0.01332855
 -0.02980042]",15,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[107, 699, 503, 722]","With the reverse process and decoder defined above, the variational bound, consisting of terms derived from Eqs. (12) and (13), is clearly differentiable with respect to   and is ready to be employed for","[-0.00392151  0.01169586  0.01281738 ... -0.0028038  -0.00634384
 -0.02749634]",16,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[106, 82, 341, 261]",,"[-0.01577759 -0.01393127 -0.02098083 ...  0.00871277 -0.02033997
 -0.03173828]",0,,table,,Table 1: CIFAR10 results. NLL measured in bits/dim.,,src/resources/pdf/diffusion/auto/images/276fd69bf3e026da2c42480029fa84d856eea1bdc460b5bf58f96d282b7455df.jpg,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[341, 141, 505, 242]",,"[ 0.02217102  0.03059387  0.03164673 ...  0.02349854 -0.0085144
 -0.00115681]",1,,table,,Table 2: Unconditional CIFAR10 reverse process parameterization and training objec- tive ablation. Blank entries were unstable to train and generated poor samples with out-of- range scores.,,src/resources/pdf/diffusion/auto/images/6733bd7444d8c614a00b4a498bf0150aafcdb724403769ef7f59ff5840648378.jpg,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[105, 272, 504, 295]","training. However, we found it beneficial to sample quality (and simpler to implement) to train on the following variant of the variational bound:","[-0.00236702  0.0056572   0.00377274 ...  0.01284027  0.00091028
 -0.03564453]",2,,text,,,,,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[187, 300, 424, 322]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",3,,text,,,,,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[106, 327, 505, 394]","where  is uniform between 1 and . The  case corresponds to   with the integral in the discrete decoder definition (13) approximated by the Gaussian probability density function times the bin width, ignoring  and edge effects. The  cases correspond to an unweighted version of Eq. (12), analogous to the loss weighting used by the NCSN denoising score matching model [55]. 1  does not appear because the forward process variances  are fixed.) Algorithm 1 displays the complete training procedure with this simplified objective.","[ 0.00345612  0.01791382  0.00830841 ... -0.01164246  0.00206375
 -0.03207397]",4,,text,,,,,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[106, 398, 505, 476]","Since our simplified objective (14) discards the weighting in Eq. (12), it is a weighted variational bound that emphasizes different aspects of reconstruction compared to the standard variational bound [18, 22]. In particular, our diffusion process setup in Section 4 causes the simplified objective to down-weight loss terms corresponding to small . These terms train the network to denoise data with very small amounts of noise, so it is beneficial to down-weight them so that the network can focus on more difficult denoising tasks at larger  terms. We will see in our experiments that this reweighting leads to better sample quality.","[ 0.00655746  0.00806427  0.01196289 ...  0.02813721 -0.02403259
 -0.0241394 ]",5,,text,,,,,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[107, 492, 191, 506]",4 Experiments,"[-0.02713013  0.05657959 -0.03756714 ... -0.0177002  -0.0276947
 -0.00764084]",6,,text,,,,,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[107, 517, 505, 584]","We set  for all experiments so that the number of neural network evaluations needed during sampling matches previous work [53, 55]. We set the forward process variances to constants increasing linearly from   to  . These constants were chosen to be small relative to data scaled to  , ensuring that reverse and forward processes have approximately the same functional form while keeping the signal-to-noise ratio at as small as possible (  bits per dimension in our experiments).","[ 0.02552795  0.01953125  0.03347778 ...  0.03851318 -0.02626038
 -0.00333023]",7,,text,,,,,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[107, 588, 505, 633]","To represent the reverse process, we use a U-Net backbone similar to an unmasked Pixel  [52, 48] with group normalization throughout [66]. Parameters are shared across time, which is specified to the network using the Transformer sinusoidal position embedding [60]. We use self-attention at the  feature map resolution [63, 60]. Details are in Appendix B.","[-0.02476501  0.01485443 -0.00891876 ...  0.03677368 -0.01000214
  0.02963257]",8,,text,,,,,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[107, 646, 194, 658]",4.1 Sample quality,"[-0.03120422  0.03863525 -0.03695679 ...  0.01228333 -0.00802612
 -0.05181885]",9,,text,,,,,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[107, 667, 505, 722]","Table 1 shows Inception scores, FID scores, and negative log likelihoods (lossless codelengths) on CIFAR10. With our FID score of 3.17, our unconditional model achieves better sample quality than most models in the literature, including class conditional models. Our FID score is computed with respect to the training set, as is standard practice; when we compute it with respect to the test set, the score is 5.24, which is still better than many of the training set FID scores in the literature.","[-0.01739502  0.02253723 -0.01600647 ...  0.01690674 -0.0198822
 -0.01617432]",10,,text,,,,,11,25,792.0,5,612.0,src/resources/pdf/diffusion.pdf,
"[107, 71, 302, 201]",,"[-0.05743408 -0.03662109  0.02378845 ...  0.00279808 -0.01278687
  0.00577927]",0,,image,,Figure 3: LSUN Church samples.,,src/resources/pdf/diffusion/auto/images/15c23af5cfcb4c598ce83accf952931bb3231265c7ff5e3276bb2ef499af5c80.jpg,10,25,792.0,6,612.0,src/resources/pdf/diffusion.pdf,
"[307, 71, 501, 201]",,"[-0.03118896 -0.0758667  -0.00590897 ...  0.02671814 -0.01794434
 -0.01046753]",1,,image,,Figure 4: LSUN Bedroom samples.,,src/resources/pdf/diffusion/auto/images/8ce70bdb001cd692a2a72c3dbaa6ca83dbf520756b56b3935971e28af9a9065d.jpg,10,25,792.0,6,612.0,src/resources/pdf/diffusion.pdf,
"[107, 232, 507, 304]",,"[ 0.04342651 -0.01242828 -0.00096178 ... -0.03192139 -0.05609131
 -0.02519226]",2,,table,,,,src/resources/pdf/diffusion/auto/images/6956eb791b81ac7ee46be7d6e8c6b63cd08668c441aef94e33e4ed4e324fa59d.jpg,10,25,792.0,6,612.0,src/resources/pdf/diffusion.pdf,
"[106, 317, 505, 361]","We find that training our models on the true variational bound yields better codelengths than training on the simplified objective, as expected, but the latter yields the best sample quality. See Fig. 1 for CIFAR10 and CelebA-HQ  samples, Fig. 3 and Fig. 4 for LSUN  samples [71], and Appendix D for more.","[-0.03111267  0.03765869 -0.01064301 ...  0.02613831 -0.00479507
 -0.02130127]",3,,text,,,,,10,25,792.0,6,612.0,src/resources/pdf/diffusion.pdf,
"[107, 375, 407, 387]",4.2 Reverse process parameterization and training objective ablation,"[ 0.03936768  0.05761719  0.02261353 ...  0.0385437  -0.00971222
 -0.02308655]",4,,text,,,,,10,25,792.0,6,612.0,src/resources/pdf/diffusion.pdf,
"[107, 395, 505, 483]","In Table 2, we show the sample quality effects of reverse process parameterizations and training objectives (Section 3.2). We find that the baseline option of predicting  works well only when trained on the true variational bound instead of unweighted mean squared error, a simplified objective akin to Eq. (14). We also see that learning reverse process variances (by incorporating a parameterized diagonal   into the variational bound) leads to unstable training and poorer sample quality compared to fixed variances. Predicting , as we proposed, performs approximately as well as predicting  when trained on the variational bound with fixed variances, but much better when trained with our simplified objective.","[-0.00090599  0.02346802  0.01530457 ...  0.02836609 -0.01676941
 -0.02194214]",5,,text,,,,,10,25,792.0,6,612.0,src/resources/pdf/diffusion.pdf,
"[107, 497, 210, 509]",4.3 Progressive coding,"[ 0.01319122  0.02891541 -0.01025391 ...  0.00173092  0.0319519
  0.01428986]",6,,text,,,,,10,25,792.0,6,612.0,src/resources/pdf/diffusion.pdf,
"[107, 517, 505, 584]","Table 1 also shows the codelengths of our CIFAR10 models. The gap between train and test is at most 0.03 bits per dimension, which is comparable to the gaps reported with other likelihood-based models and indicates that our diffusion model is not overfitting (see Appendix D for nearest neighbor visualizations). Still, while our lossless codelengths are better than the large estimates reported for energy based models and score matching using annealed importance sampling [11], they are not competitive with other types of likelihood-based generative models [7].","[-0.02574158  0.02719116  0.00133801 ...  0.04248047 -0.00983429
 -0.00854492]",7,,text,,,,,10,25,792.0,6,612.0,src/resources/pdf/diffusion.pdf,
"[107, 588, 505, 644]","Since our samples are nonetheless of high quality, we conclude that diffusion models have an inductive bias that makes them excellent lossy compressors. Treating the variational bound terms as rate and  as distortion, our CIFAR10 model with the highest quality samples has a rate of 1.78 bits/dim and a distortion of 1.97 bits/dim, which amounts to a root mean squared error of 0.95 on a scale from 0 to 255. More than half of the lossless codelength describes imperceptible distortions.","[-0.00568008  0.06860352 -0.01006317 ...  0.02670288 -0.00065231
  0.00745773]",8,,text,,,,,10,25,792.0,6,612.0,src/resources/pdf/diffusion.pdf,
"[107, 656, 505, 722]","Progressive lossy compression We can probe further into the rate-distortion behavior of our model by introducing a progressive lossy code that mirrors the form of Eq. (5): see Algorithms 3 and 4, which assume access to a procedure, such as minimal random coding [19, 20], that can transmit a sample  using approximately  bits on average for any distributions  and , for which only  is available to the receiver beforehand. When applied to , Algorithms 3 and 4 transmit  in sequence using a total expected codelength equal to Eq. (5). The receiver, at any time , has the partial information  fully available and can progressively estimate:","[-0.00843048  0.01340485  0.00494003 ... -0.008461    0.00813293
 -0.02919006]",9,,text,,,,,10,25,792.0,6,612.0,src/resources/pdf/diffusion.pdf,
"[108, 188, 501, 282]",,"[ 0.02441406  0.00259018 -0.00669479 ...  0.01311493  0.02285767
 -0.02552795]",0,,image,,"Figure 5: Unconditional CIFAR10 test set rate-distortion vs. time. Distortion is measured in root mean squared error on a [0, 255] scale. See Table 4 for details.",,src/resources/pdf/diffusion/auto/images/fe6bb8288119f7f0abb457b9cdaca487100cf8af05e854000093a983c43a1943.jpg,10,25,792.0,7,612.0,src/resources/pdf/diffusion.pdf,
"[126, 407, 485, 480]",,"[-0.02903748  0.00933838  0.00836182 ...  0.01690674 -0.02388
  0.00384521]",1,,image,,"Figure 6: Unconditional CIFAR10 progressive generation   over time, from left to right). Extended samples and sample quality metrics over time in the appendix (Figs. 10 and 14).",,src/resources/pdf/diffusion/auto/images/ca035afd3363566145bdbdeb1cc3f9bf3d38144520e21fe6bb2b7e9ac93af7b8.jpg,10,25,792.0,7,612.0,src/resources/pdf/diffusion.pdf,
"[145, 515, 465, 585]",,"[-0.03024292 -0.00883484  0.01533508 ...  0.0105896  -0.02502441
 -0.02742004]",2,,image,,"Figure 7: When conditioned on the same latent, CelebA-HQ  samples share high-level attributes. Bottom-right quadrants are , and other quadrants are samples from .",,src/resources/pdf/diffusion/auto/images/5afabf59277a1d51113de0cb4633e3a3e4e4f8d4b2f4cfed2145fd90ec7136c8.jpg,10,25,792.0,7,612.0,src/resources/pdf/diffusion.pdf,
"[104, 72, 468, 84]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",3,,text,,,,,10,25,792.0,7,612.0,src/resources/pdf/diffusion.pdf,
"[221, 90, 390, 105]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",4,,text,,,,,10,25,792.0,7,612.0,src/resources/pdf/diffusion.pdf,
"[106, 111, 506, 179]","due to Eq. (4). (A stochastic reconstruction  is also valid, but we do not consider it here because it makes distortion more difficult to evaluate.) Figure 5 shows the resulting rate- distortion plot on the CIFAR10 test set. At each time , the distortion is calculated as the root mean squared error , and the rate is calculated as the cumulative number of bits received so far at time . The distortion decreases steeply in the low-rate region of the rate-distortion plot, indicating that the majority of the bits are indeed allocated to imperceptible distortions.","[-0.01029968  0.01681519  0.00811005 ... -0.03170776 -0.03720093
 -0.02088928]",5,,text,,,,,10,25,792.0,7,612.0,src/resources/pdf/diffusion.pdf,
"[106, 320, 505, 397]","Progressive generation We also run a progressive unconditional generation process given by progressive decompression from random bits. In other words, we predict the result of the reverse process, , while sampling from the reverse process using Algorithm 2. Figures 6 and 10 show the resulting sample quality of  over the course of the reverse process. Large scale image features appear first and details appear last. Figure 7 shows stochastic predictions  with frozen for various . When  is small, all but fine details are preserved, and when  is large, only large scale features are preserved. Perhaps these are hints of conceptual compression [18].","[-0.02511597  0.00891876 -0.00571442 ...  0.01468658 -0.00486755
 -0.04144287]",6,,text,,,,,10,25,792.0,7,612.0,src/resources/pdf/diffusion.pdf,
"[108, 621, 498, 633]",Connection to autoregressive decoding Note that the variational bound (5) can be rewritten as:,"[-0.02363586  0.03723145  0.02780151 ... -0.01412201  0.03790283
 -0.03335571]",7,,text,,,,,10,25,792.0,7,612.0,src/resources/pdf/diffusion.pdf,
"[129, 637, 465, 673]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",8,,text,,,,,10,25,792.0,7,612.0,src/resources/pdf/diffusion.pdf,
"[107, 677, 504, 723]","(See Appendix A for a derivation.) Now consider setting the diffusion process length   to the dimensionality of the data, defining the forward process so that  places all probability mass on  with the first  coordinates masked out (i.e.   masks out the  coordinate), setting  to place all mass on a blank image, and, for the sake of argument, taking   to be a fully expressive conditional distribution. With these choices, , and minimizing  trains  to copy coordinates  unchanged and to predict the  coordinate given . Thus, training  with this particular diffusion is training an autoregressive model.","[-0.00114727  0.0340271  -0.01345062 ...  0.0154953   0.0196991
 -0.00956726]",9,,text,,,,,10,25,792.0,7,612.0,src/resources/pdf/diffusion.pdf,
